high_school_counselor_score_out_of_5,average_alumni_giving_rate,peer_assessment_score_out_of_5,graduation_and_retention_rank,classes_with_50_or_more_students,satact_25th_75th_percentile,student_faculty_ratio,location,freshmen_in_top_25_percent_of_high_school_class,student_selectivity_rank,percent_of_faculty_who_are_full_time,alumni_giving_rank,overperformanceunderperformance,freshmen_in_top_10_percent_of_high_school_class,rank,tuition,fall_2013_acceptance_rate,average_freshman_retention_rate,url,six_year_graduation_rate,predicted_graduation_rate,enrollment,faculty_resources_rank,classes_with_fewer_than_20_students,school_name,financial_resources_rank
4.2,26.3%,3.5,35,1%,1130-1350,9:1,"Saratoga Springs, NY",81%,45,90.2%,73,8,45%,#37Tie,"$47,314",35.1%,94%,/best-colleges/skidmore-college-2814,86%,78%,2702,40,72.9%,Skidmore College,47
4.1,35.9%,3.4,31,1%,1220-1422,9:1,"Walla Walla, WA",84%,36,88.7%,35,3,61%,#37Tie,"$44,800",57%,94%,/best-colleges/whitman-college-3803,88%,85%,1541,40,66.4%,Whitman College,62
4.2,31.3%,4,50,4%,1220-1430,10:1,"South Hadley, MA",84%,60,91.7%,48,-1,57%,#41Tie,"$42,656",46.8%,91%,/best-colleges/mount-holyoke-college-2192,82%,83%,2251,76,65.5%,Mount Holyoke College,38
3,19%,2.3,23,0%,1080-1340,8:1,"Aliso Viejo, CA",79%,52,86%,131,8,50%,#41Tie,"$30,214",43.4%,96%,/best-colleges/soka-university-of-america-38144,84%,76%,412,1,98.4%,Soka University of America,1
4,32.8%,3.2,35,0%,1220-1400,10:1,"Schenectady, NY",84%,46,95.4%,43,5,64%,#41Tie,"$48,384",37.3%,93%,/best-colleges/union-college-new-york-2889,88%,83%,2246,16,72.4%,Union College,50
4,24.5%,3.7,35,0.2%,1210-1400,10:1,"Los Angeles, CA",83%,38,84.8%,86,5,51%,#44,"$47,522",42.4%,93%,/best-colleges/occidental-college-1249,88%,83%,2128,81,57.8%,Occidental College,62
4,38.9%,3.4,77,1%,1170-1380,10:1,"Annandale on Hudson, NY",92%,63,78.6%,22,-14,58%,#45Tie,"$48,240",37.6%,88%,/best-colleges/bard-college-2671,74%,88%,2278,15,77.4%,Bard College,13
4.1,49.6%,3.4,44,0%,26-31,10:1,"Danville, KY",81%,42,94.8%,10,1,52%,#45Tie,"$37,100",68.6%,91%,/best-colleges/centre-college-1961,82%,81%,1381,84,59.8%,Centre College,71
4.1,31%,3.5,44,2%,1240-1410,9:1,"New London, CT",90%,60,88.3%,51,0,52%,#45Tie,"$47,740",36.7%,90%,/best-colleges/connecticut-college-1379,84%,84%,1922,73,66.6%,Connecticut College,42
4.1,37.7%,3.5,61,1%,26-30,11:1,"Sewanee, TN",72%,47,91.1%,25,-2,42%,#45Tie,"$37,100",60.3%,88%,/best-colleges/sewanee-3534,78%,80%,1701,36,60.6%,Sewanee—​University of the South,56
4.1,33%,3.5,41,2%,1150-1330,9:1,"Hartford, CT",86%*,66,88.5%,43,5,54%*,#45Tie,"$49,056",31.8%,91%,/best-colleges/trinity-college-1414,86%,81%,2422,91,60.4%,Trinity College,27
3.9,23.6%,3.4,44,0.3%,1200-1370,10:1,"Gettysburg, PA",89%,32,90.2%,92,-2,69%,#50,"$47,480",41.6%,90%,/best-colleges/gettysburg-college-3268,84%,86%,2533,52,68.2%,Gettysburg College,61
3.9,29.4%,3.3,50,0%,27-31,9:1,"Granville, OH",88%,66,94.2%,59,-1,45%,#51Tie,"$45,670",46%,90%,/best-colleges/denison-university-3042,81%,82%,2274,29,73.2%,Denison University,68
3.9,30.1%,3.4,50,0%,25-29,10:1,"Greencastle, IN",78%,52,93.8%,56,0,49%,#51Tie,"$42,746",61.2%,91%,/best-colleges/depauw-university-1792,79%,79%,2304,52,64.8%,DePauw University,66
3.9,26.2%,3.4,44,0.2%,1130-1340,11:1,"Greenville, SC",76%,52,96.4%,73,0,48%,#51Tie,"$44,668",64.1%,89%,/best-colleges/furman-university-3434,84%,84%,2953,76,53.3%,Furman University,50
4.1,36.2%,3.4,64,0%,27-31,10:1,"Memphis, TN",82%,41,92.6%,31,-3,50%,#54Tie,"$41,572",57.6%,91%,/best-colleges/rhodes-college-3519,79%,82%,2040,62,67.8%,Rhodes College,97
4,23.1%,3.6,33,3%,26-31,12:1,"Northfield, MN",76%,39,84.2%,96,5,54%,#54Tie,"$41,700",59.1%,94%,/best-colleges/st-olaf-college-2382,87%,82%,3125,148,54%,St. Olaf College,97
4.1,14.2%,3.1,170,0%,1160-1450,8:1,"Annapolis, MD",39%,85,100%,165,-17,25%,#56Tie,"$47,826",93.4%,74%,/best-colleges/st-johns-college-maryland-2092,57%,74%,493,7,94.8%,St. John's College,47
3.7,27.3%,3.2,57,1%,1120-1310,12:1,"Canton, NY",71%,66,93.9%,65,6,34%,#56Tie,"$47,696",46.4%,91%,/best-colleges/st-lawrence-university-2829,80%,74%,2506,76,63.7%,St. Lawrence University,76
4,25.3%,3.4,74,2%,1110-1340,11:1,"Wheaton, IL",70%,120,89.3%,75,-6,37%,#56Tie,"$31,900",73.9%,86%,/best-colleges/wheaton-college-illinois-1781,76%,82%,2993,106,69.3%,Wheaton College,62
3.9,32.8%,3.1,77,2%,26-31,9:1,"Appleton, WI",76%,47,92.8%,43,3,42%,#59Tie,"$42,657",72.7%,89%,/best-colleges/lawrence-university-3856,82%,79%,1555,68,76.2%,Lawrence University,71
4.2,18.8%,3.4,97,1%,1150-1350,10:1,"Bronxville, NY",66%,115,59.7%,131,-7,35%,#59Tie,"$50,780",77.1%,87%,/best-colleges/sarah-lawrence-2813,69%,76%,1782,29,92.5%,Sarah Lawrence College,50
3.8,25.3%,3.2,69,0%,24-30,11:1,"Beloit, WI",61%,72,92.8%,75,3,29%,#61Tie,"$42,500",67.7%,89%,/best-colleges/beloit-college-3835,78%,75%,1306,68,73.5%,Beloit College,85
3.8,29.2%,3.2,77,0.4%,1120-1290,11:1,"Geneva, NY",63%,105,98.6%,59,5,36%,#61Tie,"$47,908",50%,88%,/best-colleges/hobart-and-william-2731,79%,74%,2372,62,65.4%,Hobart and William Smith Colleges,76
3.8,37.7%,3.3,97,2%,1028-1250,11:1,"Crawfordsville, IN",72%,105,95.7%,25,-4,33%,#61Tie,"$37,750",69.6%,86%,/best-colleges/wabash-college-1844,69%,73%,902,62,73.2%,Wabash College,47
3.7,27.3%,3.2,57,1%,24-30,11:1,"St. Peter, MN",67%,63,92.2%,65,9,33%,#64Tie,"$40,020",63.2%,92%,/best-colleges/gustavus-college-2353,82%,73%,2455,133,59.6%,Gustavus Adolphus College,116
3.9,29.2%,3.3,57,2%,25-30,12:1,"Kalamazoo, MI",80%,52,91.8%,59,-3,38%,#64Tie,"$41,061",66.9%,92%,/best-colleges/kalamazoo-college-2275,77%,80%,1458,127,60%,Kalamazoo College,95
3.5,18.4%,2.8,35,1%,1140-1340,11:1,"Allentown, PA",73%,52,83.7%,136,7,45%,#64Tie,"$44,145",46.2%,92%,/best-colleges/muhlenberg-college-3304,86%,79%,2448,73,71.2%,Muhlenberg College,101
3.8,31.2%,3.1,103,0.2%,1050-1250,12:1,"Lexington, VA",48%,115,85.3%,51,16,16%,#64Tie,"in-state: $15,518, out-of-state: $37,574",47.8%,84%,/best-colleges/vmi-3753,76%,60%,1675,62,63.6%,Virginia Military Institute,101
3.8,16.9%,3.2,74,0%,1080-1310,11:1,"Salem, OR",75%,66,89%,146,0,41%,#64Tie,"$44,076",57.8%,88%,/best-colleges/willamette-3227,78%,78%,3024,36,63.2%,Willamette University,101
3.4,18.3%,3.3,144,0%,22-26,11:1,"Berea, KY",73%,92,91.9%,136,15,25%,#69Tie,$870,34%,80%,/best-colleges/berea-college-1955,62%,47%,1623,100,70.3%,Berea College,38
3.7,25.5%,3.1,77,1%,25-30,12:1,"Wooster, OH",73%,62,92.8%,75,1,40%,#69Tie,"$43,350",56.3%,89%,/best-colleges/college-of-wooster-3037,75%,74%,2116,68,71.2%,College of Wooster,85
3.5,20.6%,2.5,64,1%,27-31,11:1,"Hillsdale, MI",85%,36,89.9%,111,1,56%,#69Tie,"$23,616",49.5%,97%,/best-colleges/hillsdale-college-2272,81%,80%,1511,84,72.1%,Hillsdale College,38
4,25.3%,3.4,74,2%,1110-1340,11:1,"Norton, MA",70%,120,89.3%,75,-6,37%,#69Tie,"$46,423",73.9%,86%,/best-colleges/wheaton-college-massachusetts-2227,76%,82%,1656,106,69.3%,Wheaton College,62
3.7,40.9%,3.1,124,0%,1010-1310,11:1,"Decatur, GA",67%,79,87.6%,20,0,40%,#73Tie,"$35,982",66.9%,82%,/best-colleges/agnes-scott-college-1542,72%,72%,915,84,71.2%,Agnes Scott College,59
3.9,25.2%,3.3,109,3%,1150-1340,10:1,"Richmond, IN",60%,66,94.7%,82,-2,29%,#73Tie,"$42,870",63.7%,85%,/best-colleges/earlham-college-1793,71%,73%,1164,93,73.4%,Earlham College,62
3.6,20.4%,3,61,1%,25-30,11:1,"Bloomington, IL",77%,43,88.2%,119,-1,45%,#73Tie,"$40,844",58.4%,90%,/best-colleges/illinois-wesleyan-university-1696,78%,79%,2009,93,66%,Illinois Wesleyan University,101
3.7,27.3%,3.2,69,1%,23-28,12:1,"Collegeville, MN",52%,95,94.7%,65,8,22%,#73Tie,"$38,704",75.2%,90%,/best-colleges/st-johns-university-minnesota-2379,79%,71%,1978,120,57.2%,St. John's University,110
3.8,19.7%,3.3,87,1%,1180-1370,12:1,"Portland, OR",76%,47,77.6%,123,-7,39%,#77Tie,"$43,382",62.9%,86%,/best-colleges/lewis-and-clark-3197,74%,81%,3518,93,68.7%,Lewis & Clark College,97
4.4,25.5%,3.7,66,N/A,1280-1470,N/A,"Portland, OR",N/A,100,97%,75,-8,N/A,#77Tie,"$46,010",48.5%,92%,/best-colleges/reed-college-3217,78%,86%,,148,N/A,Reed College,179
3,60.7%,2.7,87,0%,1160-1340,11:1,"Santa Paula, CA",50%,90,94.9%,1,0,29%,#77Tie,"$24,500",81.5%,87%,/best-colleges/thomas-aquinas-college-10448,80%,80%,366,45,100%,Thomas Aquinas College,110
3.6,31.6%,2.9,57,0.2%,1080-1260,11:1,"Spartanburg, SC",77%,72,92.4%,48,2,42%,#77Tie,"$37,120",68.8%,89%,/best-colleges/wofford-college-3457,82%,80%,1584,114,58.4%,Wofford College,101
3.5,23.5%,3,69,1%,1070-1290,12:1,"Meadville, PA",70%,76,93.5%,92,3,41%,#81Tie,"$40,660",64.9%,87%,/best-colleges/allegheny-college-3230,79%,76%,2161,93,64.1%,Allegheny College,101
3.9,25.1%,3.3,113,0.3%,26-32,11:1,"Conway, AR",74%,52,87.2%,82,-9,46%,#81Tie,"$39,290",80.4%,85%,/best-colleges/hendrix-college-1099,68%,77%,1432,84,65.5%,Hendrix College,97
3.5,33.1%,3,69,1%,25-30,11:1,"Galesburg, IL",59%,79,92.8%,40,2,26%,#81Tie,"$40,497",75%,88%,/best-colleges/knox-college-1704,79%,77%,1424,100,75.2%,Knox College,122
3.8,33.9%,3.4,92,3%,850-1215,10:1,"Atlanta, GA",66%,150,87.7%,37,4,31%,#81Tie,"$25,496",40.8%,89%,/best-colleges/spelman-college-1594,68%,64%,2129,162,63.2%,Spelman College,71
3.3,36.9%,2.8,92,0%,24-30,11:1,"Lexington, KY",75%,66,93.2%,30,-3,39%,#81Tie,"$33,360",82.9%,87%,/best-colleges/transylvania-university-1987,72%,75%,1081,45,74.1%,Transylvania University,101
3.7,16.3%,3.2,77,0.3%,1120-1330,12:1,"Tacoma, WA",51%,135,93.9%,149,1,26%,#81Tie,"$43,428",85.2%,87%,/best-colleges/university-of-puget-sound-3797,78%,77%,2814,68,57.4%,University of Puget Sound,89
3.9,20.7%,3,117,1%,1190-1380,10:1,"Sarasota, FL",75%,47,85%,111,-8,41%,#87Tie,"in-state: $6,872, out-of-state: $29,900",69.2%,83%,/best-colleges/new-college-of-florida-153704,66%,74%,793,57,76.8%,New College of Florida,89
3.6,20.9%,3.1,97,1%,1055-1280,11:1,"Georgetown, TX",72%,79,86.6%,111,-9,37%,#87Tie,"$36,120",52.2%,86%,/best-colleges/southwestern-university-3620,70%,79%,1535,81,71%,Southwestern University,71
3.7,11.8%,3.1,92,1%,1100-1330,12:1,"Sherman, TX",74%,110,84.6%,177,-2,35%,#89Tie,"$34,840",58.6%,82%,/best-colleges/austin-college-3543,72%,74%,1224,73,66.1%,Austin College,101
3.7,24.5%,2.8,132,0.4%,1180-1380,8:1,"Bennington, VT",75%,85,69%,86,-5,44%,#89Tie,"$46,658",64.9%,85%,/best-colleges/bennington-college-3682,67%,72%,738,57,88.6%,Bennington College,56
3.4,19.3%,3.1,61,1%,23-28,12:1,"St. Joseph, MN",70%,92,94.5%,123,7,33%,#89Tie,"$39,402",75.5%,89%,/best-colleges/college-of-st-benedict-2341,82%,75%,2051,120,57.2%,College of St. Benedict,163
3.5,24.8%,3.1,87,1%,23-29,12:1,"Decorah, IA",56%,79,87.5%,82,7,32%,#89Tie,"$38,370",72.1%,87%,/best-colleges/luther-college-1874,76%,69%,2466,133,55.7%,Luther College,154
3.6,20.1%,3,127,0%,23-28,8:1,"Jackson, MS",59%,72,91.8%,119,-10,31%,#89Tie,"$33,982",47.5%,80%,/best-colleges/millsaps-college-2414,64%,74%,804,36,84.2%,Millsaps College,66
4.1,14.2%,3.1,170,0%,1160-1450,8:1,"Santa Fe, NM",39%,85,100%,165,-17,25%,#89Tie,"$47,626",93.4%,74%,/best-colleges/st-johns-college-new-mexico-2093,57%,74%,424,7,94.8%,St. John's College,47
3.6,11.2%,2.9,66,1%,1070-1310,11:1,"St. Mary's City, MD",64%,140,85.6%,180,9,28%,#89Tie,"in-state: $14,874, out-of-state: $28,674",73.4%,88%,/best-colleges/st-marys-college-2095,79%,70%,1858,93,64.5%,St. Mary's College of Maryland,110
3.9,29.7%,3,74,1%,23-28,10:1,"Notre Dame, IN",57%,160,86%,56,0,27%,#96Tie,"$35,970",85.7%,87%,/best-colleges/st-marys-indiana-1836,71%,71%,1479,157,57%,St. Mary's College,89
3.5,17.4%,2.8,97,0%,1050-1230,10:1,"Washington, PA",70%,90,89.5%,140,6,37%,#96Tie,"$41,282",39.7%,83%,/best-colleges/washington-and-jefferson-college-3389,77%,71%,1328,110,65%,Washington and Jefferson College,85
3.2,23.7%,2.9,77,3%,1060-1310,11:1,"Santa Barbara, CA",66%,92,83.3%,92,-1,29%,#96Tie,"$39,990",70.2%,87%,/best-colleges/westmont-college-1341,76%,77%,1318,114,59.1%,Westmont College,80
3.4,22.7%,2.8,103,1%,22-28,11:1,"Albion, MI",52%,95,88.1%,103,4,21%,#99Tie,"$37,300",56.4%,79%,/best-colleges/albion-college-2235,74%,70%,1307,100,69.6%,Albion College,89
3.3,38.5%,2.7,113,0%,1110-1330,10:1,"Bar Harbor, ME",69%,150,87%,24,-1,10%,#99Tie,"$40,491",73.2%,85%,/best-colleges/college-of-the-atlantic-11385,69%,70%,370,40,93.2%,College of the Atlantic,80
3.4,20.9%,2.9,117,0.3%,990-1220,10:1,"Madison, NJ",62%,135,78.6%,111,-2,31%,#99Tie,"$45,214",77.4%,79%,/best-colleges/drew-university-2603,69%,71%,2291,52,73.4%,Drew University,68
3.6,23%,3.1,69,2%,24-29,12:1,"Holland, MI",64%,72,88.2%,96,5,34%,#99Tie,"$29,560",70.5%,89%,/best-colleges/hope-college-2273,78%,73%,3388,183,53.5%,Hope College,179
3.7,22.9%,3,127,0%,22-27,11:1,"Delaware, OH",55%,105,83.8%,96,-2,32%,#99Tie,"$41,920",75.3%,83%,/best-colleges/ohio-wesleyan-3109,69%,71%,1830,76,68.2%,Ohio Wesleyan University,101
3.4,17.2%,2.8,66,1%,1060-1290,12:1,"Colchester, VT",54%,110,87.7%,146,7,26%,#99Tie,"$39,375",75.1%,89%,/best-colleges/st-michaels-college-3694,75%,68%,2378,122,56.3%,St. Michael's College,122
3.4,27.2%,2.9,77,1%,22-27,12:1,"Rock Island, IL",51%,135,88.3%,65,7,24%,#105Tie,"$37,236",58.7%,86%,/best-colleges/augustana-college-1633,78%,71%,2524,122,64.3%,Augustana College,171
3.8,22.5%,2.9,117,0%,23-29,11:1,"Mount Vernon, IA",69%,65,88.4%,103,-1,39%,#105Tie,"$37,500",58.9%,82%,/best-colleges/cornell-college-1856,68%,69%,1125,93,70.5%,Cornell College,158
3.7,17.5%,3.1,117,1%,1010-1280,9:1,"Baltimore, MD",58%,110,86.6%,140,-2,31%,#105Tie,"$40,558",72.3%,84%,/best-colleges/goucher-college-2073,68%,70%,2111,93,77.4%,Goucher College,110
3.3,31.7%,2.8,133,0%,1005-1215,11:1,"Hampden-Sydney, VA",28%,140,95.2%,48,-4,13%,#105Tie,"$39,272",54.9%,79%,/best-colleges/hampden-sydney-3713,62%,66%,1070,40,73.3%,Hampden-​Sydney College,80
3.5,27.6%,2.7,87,2%,1040-1260,13:1,"Huntingdon, PA",73%,110,88.1%,65,4,34%,#105Tie,"$38,630",74.1%,87%,/best-colleges/juniata-college-3279,75%,71%,1635,112,68.5%,Juniata College,130
3.5,15%,2.8,50,1%,1030-1230,12:1,"Easton, MA",69%,120,81.5%,159,8,31%,#105Tie,"$37,426",70.9%,88%,/best-colleges/stonehill-college-2217,85%,77%,2481,171,54.8%,Stonehill College,115
3.7,20.5%,2.8,109,1%,1050-1280,12:1,"Chestertown, MD",62%,95,78.4%,111,-4,33%,#105Tie,"$42,592",66.5%,83%,/best-colleges/washington-college-maryland-2108,68%,72%,1512,122,62.3%,Washington College,76
3.5,30.8%,2.6,163,0%,970-1220,8:1,"Roanoke, VA",54%,140,89.4%,51,-3,24%,#112,"$34,295",69.3%,70%,/best-colleges/hollins-university-3715,60%,63%,750,25,89.9%,Hollins University,50
3.4,21.7%,2.7,117,0%,1000-1200,12:1,"Hanover, IN",66%,115,98.7%,107,-1,32%,#113Tie,"$33,023",66.7%,81%,/best-colleges/hanover-college-1801,72%,73%,1163,62,74.1%,Hanover College,141
3.2,30.9%,2.6,103,2%,21-28,12:1,"Ripon, WI",53%,120,90.9%,51,10,23%,#113Tie,"$33,482",75.2%,85%,/best-colleges/ripon-college-3884,74%,64%,904,122,72.6%,Ripon College,150
3.3,17.3%,2.8,77,0%,1000-1200,12:1,"Loudonville, NY",58%,164,81.6%,146,15,24%,#113Tie,"$32,293",57.5%,87%,/best-colleges/siena-college-2816,80%,65%,3216,154,44.4%,Siena College,154
